"Create Date","Last Name","Company / Account","Entitlement Details"
"02/08/2021","CATERPILLAR - YRTDTDT0550C-50611-N10669266 - L&M","REI TECHNOLOGIES PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MUSTAFA CENTRE - YRXBXDT2550C-50610.M92820009 - L&M","BINTAI KINDENKO PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MUSTAFA CENTRE - YRXBXDT2550C-50610.M92820010 - L&M","BINTAI KINDENKO PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Panasonic-formerly Cookson Semiconductor - YRXDXDT2550C-50611-E20854749 - L&M","PANASONIC INDUSTRIAL DEVICES MATERIALS SINGAPORE PTE LTD (PIDMSG)","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","NGEE ANN POLYTECHNIC - YRXCXCR2550C-50611-F20973797 - L&M","TEMPCOOL ENGINEERING (S) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Heat Exchanger Replacement(R) - 50000;Gasket, Seals and O-Rings Replace(R) - 6000;Water Flow Switch Replacement(R) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(R) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(R) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","NUH Medical Centre - YKKCKSH95CNG-50611-H21038785 - L&M","SHINRYO SINGAPORE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Wheelock Place - YRVDVBT0550C-SHYM-371180 - L&M","GENNAL INDUSTRIES PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Golden Mile Tower - YRTDTDT0550C-SHWM-690190 - L&M","SINGAPORE GREEN ENGINEERS PTE.LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","AIA Tower at Robinson Road - YRXCXDR2555C-50644-K21178776 - L&M","Accon Engineering Pte Ltd","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Orchard Exchange - YR-50611-L21190625 - L&M","SINGAPORE TELECOMMUNICATIONS LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Orchard Exchange - YR-50611-L21190629 - L&M","SINGAPORE TELECOMMUNICATIONS LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Brani Terminal Building - YRVDVDT0555C-50611-E31634362 - L&M","Siemens (Singapore) Pte Ltd","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","NGEE ANN POLYTECHNIC - YRVDVDT0555C-50611-L43193755 - L&M","V.SPEC ENGINEERING & SUPPLIESPTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","NGEE ANN POLYTECHNIC - YRTCTDT0555C-50611-L43193757 - L&M","V.SPEC ENGINEERING & SUPPLIESPTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Thong Teck Building - YRVDVDT0555C-50611-G31838145 - L&M","ENEFCO (SINGAPORE) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","ST Electronics (Jurong East) - YR WD WD R2 555 C-50611-A42361537 - L&M","THERMAL PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Devan Nair Institute - YRXCXCR2555C-50611-A31405982 - L&M","SOLUTION AIRCON & ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Devan Nair Institute - YRXCXCR2555C-50611-A31405984 - L&M","SOLUTION AIRCON & ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(R) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","C911 DTL - Gali Batu Depot - YKCCCRQ45CEG-50611-D31547899 - L&M","TECHNIQUES AIR-CONDITIONING & ENGRG P L","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(R) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Thrust Bearing Inspection(V) - 10000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(R) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","BAXALTA MANUFACTURING SARL - YKKDKSH95CRG-50611C-20709122 - L&M","HMW AIR CONDITIONING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(R) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Thrust Bearing Inspection(V) - 10000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(R) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","NGEE ANN POLYTECHNIC - YRXBXBT2550C-50611.D02994222 - L&M","SOLUTION AIRCON & ENGINEERING PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Westgate Office Block - YK KC KR H9 5 CL G-50611-M32247940 - L&M","THE SUBSIDIARY MANAGEMENT CORPORATI NO.1-STRATA TITLE PLAN NO.4355","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Singtel at KCTC 2 - YK-50611-N21304554 - L&M","SINGAPORE TELECOMMUNICATIONS LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Gasket, Seals and O-Rings Replace(R) - 6000;Water Flow Switch Replacement(R) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Keppel Distripark - YKECETQ65CGG-50611-L21257550 - L&M","PSA CORPORATION LIMITED","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Obsolete Control Panel Replacemen(V) - 20000;Tube Replacement - Evaporator and(V) - 3000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Keppel Distripark - YRTDTDT0550C-50611-L21210292 - L&M","PSA CORPORATION LIMITED","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","ExxonMobil Chemicals Plant - YRVDVCT1555C-50611-H31975042 - L&M","WONBANG TECH CO., LTD SINGAPORE BRANCH","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Cycle & Carriage at Alexandra Rd - YRTDTDT0555C-50611-N21334073 - L&M","JARDINE ENGINEERING (SINGAPORE) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Singapore Polytechnic - YR-50611-H31938094 - L&M","Singapore Polytechnic","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","ExxonMobil Chemicals Plant - YRVDVCT1555C-50611-H31975041 - L&M","WONBANG TECH CO., LTD SINGAPORE BRANCH","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(R) - 5000;Electronic Components Replacement(R) - 20000;Gasket, Seals and O-Rings Replace(V) - 6000;Water Flow Switch Replacement(V) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Adelphi - YMC2-50611-L74310989 - L&M","COMFORT MANAGEMENT PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(R) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Adelphi - YMC2-50611-L74310988 - L&M","COMFORT MANAGEMENT PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(R) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","High Street Centre - YMC2-50611L-85671200 - L&M","COMFORT MANAGEMENT PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Fine Tune Refrigerant Charge(V) - 2000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
