"Create Date","Last Name","Company / Account","Entitlement Details"
"05/10/2021","Sanmina (Plant 3)-Service L&M","SANMINA-SCI SYSTEMS SINGAPORE PTE L","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","SGH (College of Medicine)-Service L&M","KIM YEW INTEGRATED PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","SIA Airline House-Service L&M","CERTIS INTEGRATED FACILITIES MANAGE PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","SIA Hangar 2-Service L&M","SMM PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Singapore Post Centre-Service L&M","SINGAPORE POST LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","111 Somerset  Road-Service L&M","THE MANAGEMENT CORPN S T NO. 2366","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Singapore Science Centre-Service L&M","SINGAPORE SCIENCE CENTRE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","51 Cuppage Road-Service L&M","FRASERS PROPERTY CUPPAGE PTE. LTD.","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","STMicroelectronics (ST AMK 2E)-Service L&M","ST MICROELECTRONICS PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Swissotel Merchant  Court Hotel-Service L&M","SWISSOTEL MERCHANT COURT, SINGAPORE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Defence Technology Bldg Twr A (DTTA)-Service L&M","C&W SERVICES (S) PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Tan Tock Seng Hospital-Service L&M","STIE PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Micron Fab10W at Woodlands(TechSemicond)-Service L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Technopark @ Chai Chee-Service L&M","C&W SERVICES (S) PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Tien Wah Press Pte Ltd-Service L&M","TIEN WAH PRESS PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Meiban Investments-Service L&M","TYCO ELECTRONICS MANUFACTURING SINGAPORE PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Woodlands Civic Centre-Service L&M","HOUSING AND DEVELOPMENT BOARD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Wyeth Nutritionals at Tuas-Service L&M","WYETH NUTRITIONALS (S) PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Agilent Technologies-Service L&M","CBRE GWS PTE. LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","NUS Cultural Centre-Service L&M","NATIONAL UNIVERSITY OF SINGAPORE OFFICE OF ESTATE AND DEVELOPMENT VENTUS (UNIVERSITY CAMPUS INFRASTRUCTURE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Marina Properties (Millenia Tower)-Service L&M","MARINA PROPERTIES PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Peninsula Plaza Tower-Service L&M","THE MANAGEMENT CORPN S T NO. 1031","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","NUS - CELS-Service L&M","NATIONAL UNIVERSITY OF SINGAPORE OFFICE OF ESTATE AND DEVELOPMENT VENTUS (UNIVERSITY CAMPUS INFRASTRUCTURE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Jurong Point 2-Service L&M","THE MCST TITLE PLAN NO. 2693","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Charles & Keith-Service L&M","BNF ENGINEERING (S) PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Bugis Plus-Service L&M","HSBC INST TRUST SVCS (S) LTD. AS TRUSTEE OF CAPITALAND INTEGRATED COMMERCIAL TRUST ? B+","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Beecham Pharmaceuticals (Pte) Ltd-Service L&M","BEECHAM PHARMACEUTICALS (PTE) LTD FINANCE DEPT","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","RWS District Cooling Plant-Service L&M","RESORTS WORLD AT SENTOSA PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","TT INTERNATIONAL TRADEPARK-Service L&M","HSBC INSTITUTIONAL TRUST SERVICES (SINGAPORE) LTD AS TRUSTEE OF ASCENDAS REAL ESTATE INVESTMENT TRU","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Systems on SiliconManufacturing Co.-Service L&M","SYSTEMS ON SILICON MANUFACTURING CO P/L","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","The Centrepoint New & Old Wing-Service L&M","THE MCST PLAN NO 1298 (NEW WING)","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","ROCHE SINGAPORE TECH OPS at 11 TUAS BAY-Service L&M","ROCHE SINGAPORE TECHNICAL OPERATIONS, PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","SCHERING-PLOUGH (TABLET)-Service L&M","MSD INTERNATIONAL GmbH (SINGAPORE BRANCH)","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Synergy-Service L&M","MAPLETREE INDUSTRIAL TRUST C/O MAPLETREE FACILITIES SERVICES P LTD, MANAGEMENT OFFICE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Hotel Intercontinental-Service L&M","BCH HOTEL INVESTMENT PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Penang Mall-Service L&M","AGRESSO SERVICES PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","SATS Inflight Catering Centre 1 (SICC)-Service L&M","ENGIE SERVICES SINGAPORE PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","BAXTER HEALTHCARE-Service L&M","BAXTER HEALTHCARE S.A, SINGAPORE BRANCH","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Tate & Lyle (Sakra)-Service L&M","TATE & LYLE SINGAPORE PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","NUS UHALL/Admin-Service L&M","NATIONAL UNIVERSITY OF SINGAPORE OFFICE OF ESTATE AND DEVELOPMENT VENTUS (UNIVERSITY CAMPUS INFRASTRUCTURE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Hotel Rendezvous-Service L&M","RENDEZVOUS GRAND HOTEL SINGAPORE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","OUB Centre-Service L&M","ISS FACILITY SERVICES PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Raffles Holland V-Service L&M","ASIAN HEALTHCARE CAPITAL MANAGEMENT PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","One Finlayson Green-Service L&M","SUPERSONIC A/C & ELECTRICAL ENGRG PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","30 Hill Street-Service L&M","SEMBCORP INVESTMENT PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Barclays Bank at ORQ-Service L&M","LSK ENGINEERING (S) PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","ABI PLAZA-Service L&M","The Management Corporation Strata Title 2175","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Anson Development Pte Ltd-Service L&M","MD ANSON PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","ACM Asian Art Museum-Service L&M","North East Airconditioner & Materia Pte. Ltd.","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Buddha Tooth Relic Temple-Service L&M","BUDDHA TOOTH RELIC TEMPLE","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Dorsett Hotel-Service L&M","BINTAI KINDENKO PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
"05/10/2021","Family & Juvenile Court-Service L&M","ENGIE SERVICES SINGAPORE PTE LTD","HB_OB Clean Air - AHU UV Light/Trion ESP - 20000;OB Clean Air - HEPA - 18000;OB Clean Air - EC Fan - 5000;OB RTW - Companion - 50000;OB Sustainability Solns - OBEM (PM/CUP) - 50000;OB Sustainability Solns - Chiller Plant Control - 15000;HB_OB Clean Air - AHU UV Light/t/Trion ESP inspection - 10000;OB Clean Air - HEPA inspection - 18000;OB Clean Air - EC Fan inspection - 1000;"
